zaxis,yaxis,H,B,C,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Se,Ag,Sb,Ba,Pb,Bi,U,REE
Ag,Ni,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Ag,Cu,2,0,0,4,0,0,0,0,0,0,51,3,1,0,0,0,0,7,0,64,7,18,7,64,20,0,24,14,0,0
Ag,Zn,1,0,0,1,0,0,0,0,0,0,11,1,0,0,0,0,0,3,0,7,12,5,0,12,5,0,1,0,0,0
Ag,As,0,0,0,3,0,0,0,0,0,0,58,1,0,0,0,1,3,5,0,18,5,63,1,63,26,0,26,0,0,0
Ag,Se,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,7,0,1,15,15,2,0,2,3,0,0
Ag,Ag,4,0,0,9,1,0,0,0,0,0,171,9,1,0,0,1,8,22,1,64,12,63,15,224,79,0,81,40,0,0
Ag,Sb,0,0,0,2,0,0,0,0,0,0,74,1,0,0,0,0,6,8,0,20,5,26,2,79,79,0,43,10,0,0
Ag,Ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,Pb,3,0,0,5,1,0,0,0,0,0,72,4,1,0,0,0,5,4,0,24,1,26,2,81,43,0,81,29,0,0
Ag,Bi,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,2,0,14,0,0,3,40,10,0,29,40,0,0
Ag,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,REE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sb,H,38,0,0,38,1,7,2,6,3,0,10,3,3,6,4,1,3,8,2,7,5,14,0,0,38,0,4,0,0,0
Sb,B,0,3,0,3,0,0,3,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0
Sb,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sb,O,38,3,0,100,1,11,9,10,8,0,20,10,3,18,5,2,18,25,3,10,7,21,0,2,100,0,16,1,0,0
Sb,F,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sb,Na,7,0,0,11,1,11,0,0,0,0,3,1,2,1,1,0,0,0,0,1,0,3,0,0,11,0,1,0,0,0
Sb,Mg,2,3,0,9,0,0,9,3,2,0,0,0,0,1,0,0,5,5,0,0,1,0,0,0,9,0,0,0,0,0
Sb,Al,6,1,0,10,0,0,3,10,2,0,2,1,0,2,1,1,2,4,0,3,1,1,0,0,10,0,1,0,0,0
Sb,Si,3,0,0,8,0,0,2,2,8,0,0,0,0,1,0,0,6,4,0,0,1,1,0,0,8,0,0,0,0,0
Sb,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sb,S,10,0,0,20,0,3,0,2,0,0,200,6,4,2,0,3,12,20,9,55,7,65,1,74,200,0,98,21,0,0
Sb,Cl,3,0,0,10,0,1,0,1,0,0,6,13,0,2,0,0,0,0,0,4,0,4,0,1,13,0,9,0,0,0
Sb,K,3,0,0,3,0,2,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,1,0,0,4,0,1,0,0,0
Sb,Ca,6,0,0,18,1,1,1,2,1,0,2,2,0,18,2,0,2,5,0,2,0,4,0,0,18,0,1,0,0,0
Sb,Ti,4,0,0,5,0,1,0,1,0,0,0,0,0,2,5,1,1,2,0,1,0,2,0,0,5,0,0,0,0,0
Sb,V,1,0,0,2,0,0,0,1,0,0,3,0,0,0,1,5,0,1,0,2,0,3,0,0,5,0,1,0,0,0
Sb,Mn,3,3,0,18,0,0,5,2,6,0,12,0,0,2,1,0,30,9,0,1,1,7,0,6,30,0,8,0,0,0
Sb,Fe,8,2,0,25,0,0,5,4,4,0,20,0,0,5,2,1,9,45,2,8,2,9,1,8,45,0,9,3,0,0
Sb,Ni,2,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,2,17,4,0,3,0,0,17,0,1,2,0,0
Sb,Cu,7,0,0,10,0,1,0,3,0,0,55,4,1,2,1,2,1,8,4,74,9,19,10,20,74,0,21,8,0,0
Sb,Zn,5,0,0,7,0,0,1,1,1,0,7,0,0,0,0,0,1,2,0,9,15,5,1,5,15,0,1,0,0,0
Sb,As,14,0,0,21,0,3,0,1,1,0,65,4,1,4,2,3,7,9,3,19,5,92,1,26,92,0,35,1,0,0
Sb,Se,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,1,1,13,2,13,0,0,0,0,0
Sb,Ag,0,0,0,2,0,0,0,0,0,0,74,1,0,0,0,0,6,8,0,20,5,26,2,79,79,0,43,10,0,0
Sb,Sb,38,3,0,100,1,11,9,10,8,0,200,13,4,18,5,5,30,45,17,74,15,92,13,79,329,0,109,24,0,0
Sb,Ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sb,Pb,4,0,0,16,0,1,0,1,0,0,98,9,1,1,0,1,8,9,1,21,1,35,0,43,109,0,109,17,0,0
Sb,Bi,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,3,2,8,0,1,0,10,24,0,17,24,0,0
Sb,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sb,REE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba,H,168,6,16,168,33,64,24,55,97,36,6,12,41,47,47,13,35,47,0,2,2,9,1,0,0,168,4,0,15,18
Ba,B,6,15,0,15,6,4,2,0,15,1,0,4,4,7,6,1,1,2,0,0,0,0,0,0,0,15,3,0,0,4
Ba,C,16,0,38,38,15,14,3,7,8,5,1,3,1,18,1,1,0,3,0,0,0,0,0,0,0,38,0,0,0,17
Ba,O,168,15,38,268,61,86,37,62,151,50,11,20,47,76,75,22,40,66,0,5,3,11,1,0,0,268,7,0,15,33
Ba,F,33,6,15,61,65,31,10,12,39,16,2,6,11,23,29,3,11,16,0,0,1,1,0,0,0,65,3,0,0,18
Ba,Na,64,4,14,86,31,87,11,24,59,14,4,3,30,30,42,1,15,23,0,0,2,0,0,0,0,87,0,0,0,21
Ba,Mg,24,2,3,37,10,11,38,18,21,8,1,3,11,14,13,1,8,21,0,0,0,0,0,0,0,38,0,0,0,1
Ba,Al,55,0,7,62,12,24,18,64,40,13,4,3,22,28,5,2,6,15,0,1,0,3,0,0,0,64,0,0,0,0
Ba,Si,97,15,8,151,39,59,21,40,151,10,7,16,42,45,63,9,26,43,0,4,3,0,0,0,0,151,4,0,1,13
Ba,P,36,1,5,50,16,14,8,13,10,50,1,2,0,17,6,3,8,11,0,0,0,0,0,0,0,50,0,0,3,4
Ba,S,6,0,1,11,2,4,1,4,7,1,13,1,3,4,2,0,1,4,2,2,0,1,0,0,0,13,1,0,0,1
Ba,Cl,12,4,3,20,6,3,3,3,16,2,1,21,2,6,7,1,6,7,0,0,0,1,0,0,0,21,2,0,0,3
Ba,K,41,4,1,47,11,30,11,22,42,0,3,2,48,25,22,1,10,15,1,2,1,0,0,0,0,48,4,0,1,6
Ba,Ca,47,7,18,76,23,30,14,28,45,17,4,6,25,77,12,3,12,18,0,1,0,1,0,0,0,77,6,0,3,11
Ba,Ti,47,6,1,75,29,42,13,5,63,6,2,7,22,12,75,4,15,32,0,0,2,1,0,0,0,75,0,0,0,10
Ba,V,13,1,1,22,3,1,1,2,9,3,0,1,1,3,4,22,2,2,0,1,0,1,0,0,0,22,0,0,1,0
Ba,Mn,35,1,0,40,11,15,8,6,26,8,1,6,10,12,15,2,40,13,0,0,0,1,0,0,0,40,1,0,0,1
Ba,Fe,47,2,3,66,16,23,21,15,43,11,4,7,15,18,32,2,13,68,2,2,0,3,0,0,0,68,3,0,1,4
Ba,Ni,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,2,0,0,0,0,0,2,1,0,0,0
Ba,Cu,2,0,0,5,0,0,0,1,4,0,2,0,2,1,0,1,0,2,2,7,0,0,0,0,0,7,1,0,0,0
Ba,Zn,2,0,0,3,1,2,0,0,3,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2
Ba,As,9,0,0,11,1,0,0,3,0,0,1,1,0,1,1,1,1,3,0,0,0,11,0,0,0,11,0,0,2,0
Ba,Se,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Ba,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba,Ba,168,15,38,268,65,87,38,64,151,50,13,21,48,77,75,22,40,68,2,7,3,11,1,0,0,274,8,0,15,33
Ba,Pb,4,3,0,7,3,0,0,0,4,0,1,2,4,6,0,0,1,3,1,1,0,0,0,0,0,8,8,0,3,2
Ba,Bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba,U,15,0,0,15,0,0,0,0,1,3,0,0,1,3,0,1,0,1,0,0,0,2,1,0,0,15,3,0,15,0
Ba,REE,18,4,17,33,18,21,1,0,13,4,1,3,6,11,10,0,1,4,0,0,2,0,0,0,0,33,2,0,0,33
Pb,H,250,5,29,249,8,5,10,32,34,31,58,45,6,23,3,15,20,46,1,63,29,49,10,3,4,4,250,5,33,6
Pb,B,5,8,3,8,4,0,2,0,5,0,0,4,3,3,0,0,1,0,0,0,0,0,0,0,0,3,8,0,0,2
Pb,C,29,3,36,36,1,2,5,4,8,0,8,7,0,3,0,0,2,2,0,5,0,0,0,0,0,0,36,0,1,4
Pb,O,249,8,36,385,18,13,12,35,53,37,81,89,15,39,10,26,37,68,1,77,37,66,18,5,16,7,385,6,40,12
Pb,F,8,4,1,18,23,1,1,4,4,2,3,9,3,7,0,1,0,1,0,0,0,0,0,1,0,3,23,0,1,2
Pb,Na,5,0,2,13,1,13,1,2,0,1,3,3,3,6,2,0,2,4,0,2,0,3,0,0,1,0,13,0,3,1
Pb,Mg,10,2,5,12,1,1,12,2,6,0,2,3,1,3,0,0,4,6,0,1,1,2,0,0,0,0,12,0,1,0
Pb,Al,32,0,4,35,4,2,2,37,13,8,9,4,1,11,0,1,2,9,0,7,0,4,0,0,1,0,37,0,1,0
Pb,Si,34,5,8,53,4,0,6,13,53,0,7,11,3,19,0,2,9,11,0,7,6,3,0,0,0,4,53,0,2,2
Pb,P,31,0,0,37,2,1,0,8,0,37,3,2,0,4,0,2,1,10,0,7,5,4,0,0,0,0,37,2,7,0
Pb,S,58,0,8,81,3,3,2,9,7,3,280,21,5,4,0,1,11,27,5,83,10,70,13,72,98,1,280,76,0,0
Pb,Cl,45,4,7,89,9,3,3,4,11,2,21,105,7,6,0,7,4,8,0,22,3,21,6,4,9,2,105,3,0,1
Pb,K,6,3,0,15,3,3,1,1,3,0,5,7,18,6,1,1,0,3,0,6,1,2,1,1,1,4,18,0,3,2
Pb,Ca,23,3,3,39,7,6,3,11,19,4,4,6,6,41,0,1,6,8,0,6,1,5,1,0,1,6,41,0,4,2
Pb,Ti,3,0,0,10,0,2,0,0,0,0,0,0,1,0,10,2,5,8,0,0,3,1,0,0,0,0,10,0,5,6
Pb,V,15,0,0,26,1,0,0,1,2,2,1,7,1,1,2,27,5,7,0,3,3,4,0,0,1,0,27,1,2,1
Pb,Mn,20,1,2,37,0,2,4,2,9,1,11,4,0,6,5,5,45,15,0,0,5,8,0,5,8,1,45,0,2,4
Pb,Fe,46,0,2,68,1,4,6,9,11,10,27,8,3,8,8,7,15,87,3,14,8,16,0,4,9,3,87,6,7,6
Pb,Ni,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,3,6,2,0,1,0,0,1,1,6,1,0,0
Pb,Cu,63,0,5,77,0,2,1,7,7,7,83,22,6,6,0,3,0,14,2,143,5,22,21,24,21,1,143,44,1,1
Pb,Zn,29,0,0,37,0,0,1,0,6,5,10,3,1,1,3,3,5,8,0,5,37,13,1,1,1,0,37,0,2,2
Pb,As,49,0,0,66,0,3,2,4,3,4,70,21,2,5,1,4,8,16,1,22,13,131,0,26,35,0,131,5,4,0
Pb,Se,10,0,0,18,0,0,0,0,0,0,13,6,1,1,0,0,0,0,0,21,1,0,35,2,0,0,35,17,2,0
Pb,Ag,3,0,0,5,1,0,0,0,0,0,72,4,1,0,0,0,5,4,0,24,1,26,2,81,43,0,81,29,0,0
Pb,Sb,4,0,0,16,0,1,0,1,0,0,98,9,1,1,0,1,8,9,1,21,1,35,0,43,109,0,109,17,0,0
Pb,Ba,4,3,0,7,3,0,0,0,4,0,1,2,4,6,0,0,1,3,1,1,0,0,0,0,0,8,8,0,3,2
Pb,Pb,250,8,36,385,23,13,12,37,53,37,280,105,18,41,10,27,45,87,6,143,37,131,35,81,109,8,623,94,40,12
Pb,Bi,5,0,0,6,0,0,0,0,0,2,76,3,0,0,0,1,0,6,1,44,0,5,17,29,17,0,94,94,2,0
Pb,U,33,0,1,40,1,3,1,1,2,7,0,0,3,4,5,2,2,7,0,1,2,4,2,0,0,3,40,2,40,4
Pb,REE,6,2,4,12,2,1,0,0,2,0,0,1,2,2,6,1,4,6,0,1,2,0,0,0,0,2,12,0,4,12
Bi,H,44,0,0,43,0,1,1,1,1,11,4,2,1,2,0,5,0,11,1,8,0,14,1,0,0,0,5,44,7,0
Bi,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi,C,0,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Bi,O,43,0,3,83,3,5,1,1,3,12,11,6,2,4,0,8,0,12,2,12,0,18,2,0,1,0,6,83,7,0
Bi,F,0,0,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Bi,Na,1,0,0,5,1,5,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0
Bi,Mg,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Bi,Al,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bi,Si,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
Bi,P,11,0,0,12,0,0,0,1,0,12,0,1,0,1,0,0,0,4,0,2,0,1,0,0,0,0,2,12,3,0
Bi,S,4,0,0,11,0,3,0,0,0,0,128,5,2,0,0,0,1,8,6,48,0,5,11,34,21,0,76,128,0,0
Bi,Cl,2,0,0,6,0,1,0,0,0,1,5,11,1,1,0,0,0,2,0,3,0,2,1,0,0,0,3,11,0,0
Bi,K,1,0,0,2,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0
Bi,Ca,2,0,2,4,1,0,0,0,0,1,0,1,0,4,0,0,0,2,0,2,0,1,0,0,0,0,0,4,0,0
Bi,Ti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi,V,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,1,8,0,0
Bi,Mn,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Bi,Fe,11,0,0,12,0,0,1,0,1,4,8,2,1,2,0,0,0,19,0,9,0,5,0,2,3,0,6,19,0,0
Bi,Ni,1,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,1,0,3,0,0,2,0,1,9,0,0
Bi,Cu,8,0,0,12,0,1,0,0,0,2,48,3,1,2,0,2,0,9,1,67,0,3,16,14,8,0,44,67,0,0
Bi,Zn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi,As,14,0,0,18,0,0,1,0,0,1,5,2,0,1,0,0,0,5,3,3,0,24,0,0,1,0,5,24,4,0
Bi,Se,1,0,0,2,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,16,0,0,31,3,0,0,17,31,0,0
Bi,Ag,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,2,0,14,0,0,3,40,10,0,29,40,0,0
Bi,Sb,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,3,2,8,0,1,0,10,24,0,17,24,0,0
Bi,Ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi,Pb,5,0,0,6,0,0,0,0,0,2,76,3,0,0,0,1,0,6,1,44,0,5,17,29,17,0,94,94,2,0
Bi,Bi,44,0,3,83,4,5,1,1,3,12,128,11,2,4,0,8,1,19,9,67,0,24,31,40,24,0,94,245,7,0
Bi,U,7,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,7,7,0
Bi,REE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,H,283,1,41,283,10,35,26,23,21,52,62,2,29,61,10,21,6,20,4,18,6,36,8,0,0,15,33,7,283,19
U,B,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
U,C,41,0,44,44,2,7,8,1,2,0,2,0,4,25,0,0,0,0,0,4,1,0,0,0,0,0,1,0,44,7
U,O,283,1,44,311,12,40,26,23,23,53,62,2,31,69,18,21,7,28,4,18,6,36,8,0,0,15,40,7,311,25
U,F,10,0,2,12,12,3,2,5,0,1,3,0,0,4,2,2,0,2,0,0,0,2,0,0,0,0,1,0,12,2
U,Na,35,0,7,40,3,40,2,1,3,2,21,1,5,9,2,1,1,2,0,0,0,1,1,0,0,0,3,0,40,1
U,Mg,26,0,8,26,2,2,26,1,2,3,6,0,1,5,0,0,0,2,0,1,0,4,0,0,0,0,1,0,26,1
U,Al,23,1,1,23,5,1,1,23,1,14,5,0,0,1,0,2,0,2,0,0,0,3,0,0,0,0,1,0,23,1
U,Si,21,1,2,23,0,3,2,1,23,0,0,0,3,8,0,0,0,0,0,1,0,0,0,0,0,1,2,0,23,3
U,P,52,0,0,53,1,2,3,14,0,53,3,0,3,11,0,1,2,6,0,3,0,2,0,0,0,3,7,3,53,3
U,S,62,0,2,62,3,21,6,5,0,3,62,1,9,3,0,2,2,7,1,2,2,0,0,0,0,0,0,0,62,2
U,Cl,2,0,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
U,K,29,0,4,31,0,5,1,0,3,3,9,0,31,8,0,4,1,1,0,0,0,2,0,0,0,1,3,0,31,0
U,Ca,61,1,25,69,4,9,5,1,8,11,3,0,8,69,5,3,0,4,0,3,1,3,1,0,0,3,4,0,69,5
U,Ti,10,0,0,18,2,2,0,0,0,0,0,0,0,5,18,4,3,10,0,0,2,0,0,0,0,0,5,0,18,11
U,V,21,0,0,21,2,1,0,2,0,1,2,0,4,3,4,21,3,4,0,1,1,0,0,0,0,1,2,0,21,4
U,Mn,6,0,0,7,0,1,0,0,0,2,2,0,1,0,3,3,7,3,0,0,1,0,0,0,0,0,2,0,7,3
U,Fe,20,0,0,28,2,2,2,2,0,6,7,0,1,4,10,4,3,28,0,0,2,2,0,0,0,1,7,0,28,9
U,Ni,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0
U,Cu,18,0,4,18,0,0,1,0,1,3,2,0,0,3,0,1,0,0,0,18,0,2,3,0,0,0,1,0,18,1
U,Zn,6,0,1,6,0,0,0,0,0,0,2,0,0,1,2,1,1,2,0,0,6,1,0,0,0,0,2,0,6,1
U,As,36,0,0,36,2,1,4,3,0,2,0,0,2,3,0,0,0,2,3,2,1,36,0,0,0,2,4,4,36,0
U,Se,8,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,8,0,0,1,2,0,8,0
U,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,Ba,15,0,0,15,0,0,0,0,1,3,0,0,1,3,0,1,0,1,0,0,0,2,1,0,0,15,3,0,15,0
U,Pb,33,0,1,40,1,3,1,1,2,7,0,0,3,4,5,2,2,7,0,1,2,4,2,0,0,3,40,2,40,4
U,Bi,7,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,7,7,0
U,U,283,1,44,311,12,40,26,23,23,53,62,2,31,69,18,21,7,28,4,18,6,36,8,0,0,15,40,7,311,25
U,REE,19,0,7,25,2,1,1,1,3,3,2,0,0,5,11,4,3,9,0,1,1,0,0,0,0,0,4,0,25,25
REE,H,230,11,62,230,39,54,17,61,111,28,13,5,10,101,38,8,28,49,0,11,4,14,0,0,0,18,6,0,19,230
REE,B,11,26,1,26,12,5,1,7,23,3,0,1,2,19,2,0,4,8,0,0,0,3,0,0,0,4,2,0,0,26
REE,C,62,1,100,100,28,35,2,5,16,5,6,3,2,35,3,0,5,3,0,4,0,0,0,0,0,17,4,0,7,100
REE,O,230,26,100,398,89,99,29,74,188,47,15,8,17,163,69,12,46,86,0,13,7,22,0,0,0,33,12,0,25,398
REE,F,39,12,28,89,95,38,8,14,47,10,5,5,4,49,16,2,8,12,0,0,2,3,0,0,0,18,2,0,2,95
REE,Na,54,5,35,99,38,102,3,2,55,14,5,5,10,47,23,0,16,15,0,1,5,2,0,0,0,21,1,0,1,102
REE,Mg,17,1,2,29,8,3,29,12,21,2,0,1,0,19,6,0,5,8,0,0,2,2,0,0,0,1,0,0,1,29
REE,Al,61,7,5,74,14,2,12,74,54,6,6,0,0,45,6,3,14,26,0,0,0,4,0,0,0,0,0,0,1,74
REE,Si,111,23,16,188,47,55,21,54,188,8,2,4,15,106,38,4,36,62,0,1,4,5,0,0,0,13,2,0,3,188
REE,P,28,3,5,47,10,14,2,6,8,47,2,1,0,14,2,0,4,4,0,3,0,0,0,0,0,4,0,0,3,47
REE,S,13,0,6,15,5,5,0,6,2,2,15,2,0,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,15
REE,Cl,5,1,3,8,5,5,1,0,4,1,2,8,1,4,1,0,3,2,0,1,0,0,0,0,0,3,1,0,0,8
REE,K,10,2,2,17,4,10,0,0,15,0,0,1,17,12,5,0,1,1,0,0,0,0,0,0,0,6,2,0,0,17
REE,Ca,101,19,35,163,49,47,19,45,106,14,5,4,12,165,27,1,19,41,0,3,2,6,0,0,0,11,2,0,5,165
REE,Ti,38,2,3,69,16,23,6,6,38,2,0,1,5,27,69,4,9,33,0,0,4,1,0,0,0,10,6,0,11,69
REE,V,8,0,0,12,2,0,0,3,4,0,0,0,0,1,4,12,3,5,0,0,1,0,0,0,0,0,1,0,4,12
REE,Mn,28,4,5,46,8,16,5,14,36,4,1,3,1,19,9,3,46,21,0,1,4,4,0,0,0,1,4,0,3,46
REE,Fe,49,8,3,86,12,15,8,26,62,4,0,2,1,41,33,5,21,86,0,1,3,5,0,0,0,4,6,0,9,86
REE,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Cu,11,0,4,13,0,1,0,0,1,3,1,1,0,3,0,0,1,1,0,13,0,4,0,0,0,0,1,0,1,13
REE,Zn,4,0,0,7,2,5,2,0,4,0,0,0,0,2,4,1,4,3,0,0,7,0,0,0,0,2,2,0,1,7
REE,As,14,3,0,22,3,2,2,4,5,0,0,0,0,6,1,0,4,5,0,4,0,22,0,0,0,0,0,0,0,22
REE,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Ba,18,4,17,33,18,21,1,0,13,4,1,3,6,11,10,0,1,4,0,0,2,0,0,0,0,33,2,0,0,33
REE,Pb,6,2,4,12,2,1,0,0,2,0,0,1,2,2,6,1,4,6,0,1,2,0,0,0,0,2,12,0,4,12
REE,Bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,U,19,0,7,25,2,1,1,1,3,3,2,0,0,5,11,4,3,9,0,1,1,0,0,0,0,0,4,0,25,25
REE,REE,230,26,100,398,95,102,29,74,188,47,15,8,17,165,69,12,46,86,0,13,7,22,0,0,0,33,12,0,25,405
